Index,content,comments,date
285,"안녕하세요 여행고수님들 이번에 아내와 떨어질 일이 있고 제가 일본을 좋아해 ​ 16개월 남자아기랑 저랑 둘이서 가볼려고하는데 괜찮을까요 아기는 잘걸어다니고 얌전합니다. 계속 걸어다니진 않을거같아 렌트카로 다닐꺼고, 내려서는 유모차태우고 다니고 싶은데 식당이나 카페 잘 다닐수있을까요?","['다니는건 괜찮을 수 있으나\n문제는 먹는거죠.', '그쵸 식당에 렌트카로 주차하고 내려서 애기의자있는곳 다니면 되는데일본에 혼밥문화가 괜찮은지 궁금하네요', '아기의자는 대부분 있고 한국보다 혼밥하기 좋은 곳이 일본이라 생각해요ㅋㅋ엄마만 괜찮으시면 갈만하죠~!! 아이랑 둘이 여행이라니 대단하세요!!', '혹시 여성분이시면 남편이 둘째출산 후조리원 입소시 해외여행 간다면 어떻게 생각하실꺼같아요', '너무 고마울꺼 같은데요?', '저는 좀 서운할거 같은데 첫째 아이를 위해 가시는거면 이해할 수 있을거 같기도 하구요~', '첫째아이랑 가는 재미 반 저도 혼자 사색하고 싶은 맘 반이네요', '헉 고맙기까지요', '음...저는 비추입니다. 생각보다 아기들 낯선곳  어색해하는 경우 많은데.. 딱붙어서 안떨어질려하는경우 많아요, 가까운 국내 여행 1박정도 해보시고 결정하셔요. 그리고 댓글보니.. 음... 갠적으로 안가시는게...', '아기랑 일본은3번정도 다녀왔습니다', '16개월… 아직 기저귀도 할텐데요… 젖병은 떼었나요? 유아식을 먹어야 할텐데… 유모차도 도움이 되겠지만… 아직 너무 아가인데 엄마 없이 해외는 아빠가 많이 힘드실거예요', '밥은 저도 잘먹여서 일반식은12개월부터 시작했습니당', '그렇담 아빠의 마음과 튼튼한 팔과 다리에게 믿음을 주어 보시죠💪🏻👏🏻👏🏻👏🏻무모할지라도 과감한 도전이 발전의 기회잖아요', '전 남편이 데려가준다면 완전땡큐할거같은데요...\n조리원에서 내가 있으니까 남편이 꼭 매일 와서 내얼굴 봐줘야해 이런 성격 아니시면.....\n16개월이면 건강문제가 생겼을때 좀 난감할 수도 있을거같긴해도 그건 뭐 애들 데려갈때 늘 그러니까요. 준비 단디해가시고 상비비상약 넉넉히 챙기시고요. 일어는 충분히 구사할 수 있으신지요?', '3-4번정도다녀왔는데 번역기며, 기본인삿말정도 구사해도 바디랭귀지로 다되긴되드라구요', '본인이 즐길수 있고 마음 준비가 되있으심 만사오케이죠\n화이팅입니닷', '쿨하신 여성분이시네요 저는 반대입장에서 수술대들어가는데 남편놈은 여행생각한다고 괴씸해할까봐 걱정이네요', '아! 출산 당시에는ㅓ있어줬으면 좋겠어요ㅋㅋㅋㅋㅋㅋ\n조리원 기간동안은 ok인데 해산할때 없으면 그건 속상할거같아요!!!!', '출산당시에는 옆에 같이 있습니다 수발이 필수인상태라 조리원 입소시 여행이예요', '아그럼오케임다~ ㅅㅡㅅd(저는요...ㅋㅋㅋ)\n\n올 때 애기 귀여운 캐릭터 배내옷세트나 두어개 사와줘... 하고 보낼줄거같아요\n\n하지만 사람마음은 천갈래 만갈래 다 가지각색이니까요 역쉬 아내분과 좋게 상담후에 결정하시길 바랍니다^-^d', '저도 아가 딱 16개월에 일본가는데 반갑네여 혼자 가시면 유모차 캐리어 챙기기는 빡세지 않을까요??', '렌트하신다니까 좀 괜찮을거같아요! 저도 혼자 데리고 다녀왔을때에 뒤에 배낭 앞에 애기띠... 캐리어는 포기했었어요 ㅋㅋ', '내 아이는 내가 사실 제일 잘 알죠!!ㅎ 저희집 아가 16개월땐 집 앞 놀이터도 힘들었어요... 떼쟁이였거든요!  차도 잘타고 한국에서도 낯선곳에 거부감이 적응을 잘하는 아기라면 괜찮다고 봅니다^^ 식사가 영 신경쓰이시면 차가 있으시니 쇼핑몰의 푸드코드 같은곳 이용하셔도 될 것 같아요!', '맞습니다 아기는 걱정이 1도안되거든요 일본3번정도갔는데 편의점 음식도 잘먹고 소리 한번 안지르는 타고난 순둥이고ㅋㅋㅋ비행기에서도 잘자고 카시트에 눕히기만하면 자서 컨디션 회복되고', '아내분 면세쇼핑 쫘악 해드리고 아가랑 여행 다녀오세요^^', '제가 딱 저희아이 16개월에 후쿠오카를 두번 다녀왔는데도 유휴인 위주로 좋은 공기마시면서 온천도 즐기고 사람없는 곳에서 자유를 만끽하고 온 것 같아 너무 좋았어요 ㅠ 음식점이나 카페같은 곳도 노키즈존같은 곳 없어서 다 이용할 수 있었어요 다만 로컬 가게들이 다 작아서 가게내부까지 유아차를 끌고들어갈 순 없었어요 ㅠ 하지만 쇼핑센터에서는 무리없이 이용했습니다 저희는 료칸을 이용했던 터라 아침 저녁을 다 숙소에서 해결했어요. (이점이 너무편했어요 아이먹을 거 신경 안써도 돼서 ㅋ) 렌트카 이용하신다면 여행하시는데 어려움 없으실거에여 ! 즐거운 여행 되시길', '오항님도 혹시 아기랑 둘이서 다녀왔냐오아기랑 유후인 너무좋을거같네요 이 개월 수면 온천도 아기랑 같이가능할텐데', '저는 아이랑 어머니랑 셋이다녀왔어요. 제가 아이랑 어머니를 다 케어하는 상황이었지만 전혀 힘들지 않았어요 아이가 순한기질이기도하고 여행난이도도 높은 곳이 아니었어요.  온천 너무 좋죠 다만 제가 갔던 곳은 온천수가 너무 뜨거워서 아기는 반신욕 정도로 해주거나 큰 바구니에 온천수 조금 담아서 식힌다음 놀게 해줬어요. 아무래도 홀몸으로 가서 노는 것만큼 다 즐기진 못하겠지만 집에 있는 것보단 훨씬 나을거라 예상해봅니다 ㅋ', '집에 있는것보단 훨씬 낫다는 문구가 눈을번쩍트이게 하네요 감사합니다', '저는 아내입장인데ㅠㅠㅠㅠㅠ... 제가 일본 조아해서 그런가 좀 아쉬울거가타여ㅋㅋㅋㅋㅋ 마음으론 그래 어찌 애기랑 단 둘이 1-2주를 지지고 볶겠어 어디라두 가야 시간이 잘 가지.. 하면서도 나도 일본 가고싶은데 난 이제 둘째 크고 할 동안 또 당분간 못가겠지..? 하는 양가감정이 들거같아요ㅋㅋㅋㅋ 아내분이랑 잘 이야기해서 다녀오세용! 아기가 순해서 부럽네요! 저희아기는.... 백회점에서도 10보 1드러눕기 하는 16개월이거든여ㅋㅋㅋㅋㅋㅋ', '반대입장에서 섭섭할거같긴하네요 ㅠㅠ아파서누워있는데 여행간다하면', '하지만 여기 있는 댓글 모두 자신의 의견이고 제일 중요항건 글쓴님 가족의 의견이니 이야기 잘 하셔서 모두모두 만족스러운 결론에 도달하시길 바랄게용!! 둘째 미리 축하드려여!!!']",2024.03.11
286,8년전 전남친 현남편이랑 여수&순천 다녀왔는데용 ~ 순천이 너무너무 좋은기억이나서 재작년 아기생일날 갓다가 이번엔 기차여행으로 다녀왔어유 ㅎㅎㅎㅎ 진짜 어딜가든 좋고~ 맛있고~ 택시잘잡히고~ 넘 즐겁고 핸복한 2박3일이였어유 ! 국내여행은 순천 강추여!,[],2024.05.31
287,12월 마지막주에 3-4박으로 놀러가려고하는데 어딜가야 잘 놀고 올 수 있을까요????,"['아기가 어려서 호텔에 키즈 시설되어있는 곳으로 한번 알아보세요~', '온수풀 있는 수영장 호텔 호캉스!! 아님 눈 보러 강원도는.. 힘들까요 ㅠㅠㅋㅋㅋ', '더 어렸을 때 여수도 차로 다녀왔는데 결국 병나기는했어요 ㅠㅠ']",2023.11.02
288,14개월 아기인데 다음주에 국내여행 다녀오는데요~ 먹는건 다 잘 먹는 편인데 아직 간을 안해주고 있어요. 반찬이랑 다 싸가야 할까요??ㅜㅜ,"['맘님 마음이요 ㅎㅎ 돌 지나면 된장찌개 먹이는 집도 있고 ㅎㅎ 세돌인데도 무염하는 집 있어서.ㅎㅎ 요리 가능한 곳이면 식재료 좀 사갈 것 같고 아니라면 어른들 먹는 국에 물 많이 희석해서 줄 것 같아요 바리바리 싸가기에는 짐도 많고 상할수도 있고요 ㅠㅠ', '김이나 바로 비벼먹는 카레짜장 정도 가지고 가봐요전 돌부턴 그냥 먹어 주의라 한식 파는데 가서 거기 밑반찬 중에 샐러드나 미역국 콩나물국 이런거 또는 생선구이나 갈비 아님 기란찜 두부이런거 주문해서 먹였어요', '전 다 챙겨다녔어용', '완료기 이유식 챙겨 다녔어요~\n보냉백에 아이스팩 넣고 ~식당가면 전자렌지 돌려달라 했어요', '밥 다챙겨다녀요 .. ㅎㅎㅎ 보냉팩에다가 바찬만 챙겨다녔어요 ㅎ', '국 반찬 김 들고 다녀요']",2022.12.09
289,비행기 탑승 한시간 반... 분유만 먹이는즁인데 이유식 시작하기 전에 갔다오는게 나을까요? 이유식 시작하면 짐 더많아지고 힘들겠죠?ㅠ,"['이유식하면더힘들것같아요!ㅠㅠ', '이유식 시작전이 낫죠..ㅜ아기가 근데 고생일것같네요 ㅠ', '4개월아기 낯가리고 잠많아서 전 국내여행도 힘들었네융ㅠㅠ', '너무어리지않나요..좀더크면가세요ㅠ', '저는 어릴때가 더나앗어욬ㅋㅋ 크면클수록(아주큰거말고는) 더 힘들더라구요', '이유식 전이 날 것 같은데 \n언제 가든 애 데리고 가는건 그냥 맨날 힘든것 같아요..', '짐도많고 애나 엄마나 스트레스받고 고생만하다올듯요~~ ㅠ', '오늘 100일 시댁 1박2일 와있는데 진짜 집갈뻔 했어요,, 낯선환경 때문인지 뭔지 진짜 귀신본것처럼 하루종일 울었어요 . 하,,,']",2024.06.14
290,"돌 기념으로 국내 여행을 가고 싶은데요, 여행 중에 이유식을 어떻게 해결하시는지 궁금해요. 실온 이유식을 계속 주어도 아무 이상 없는지. ​ 어떻게 하면 아기 먹는 문제가 좀더 편하지 후기 알려주세용 ​","['돌이면 유아식 시작해도되니 저라면 밥에 간단한 반찬으로 식사 해결할거 같아요.한정식집 같은데 가면 두부 나와서 저는 거기에 밥먹이고 그래요 ㅋㅋ', '딱 돌 맞춰 여행갔었는데 실온이유식 들고 갔어요 ㅎㅎㅎ유아식 전이였어서~', '실온이유식이요! ㅋㅋ 더 잘 먹고 똥 잘 싸고 똑같더라구요!']",2023.10.14
291,"지금 두돌 지났고 30개월쯤 캘리포니아 갈 예정인데요. 하와이 경유할 수도 있고요. ​ 아기 없을 때 하와이 몇번 다녀왔고 아기랑 제주도나 베트남, 국내 여행 등 10번 정도  다녀봤는데 장거리 비행에 30개월의 여행은 어떨지 감이 안 와요ㅠ ​ 베트남 은 밤 비행기라 자면서 잘 다녀왔는데 장거리 비행 및 미국여행 어떨까요...? 그리고 일주일은 저랑 아기만 여행하고 (남편은 낮에는 나가서 학회 볼일 봐야 해요) 나머지 일 주일은 남편과 함께 여행하면 마니 위험하거나 힘들까요...?","['별로 추천하고싶진 않네요...어쩔수없어서 두돌즈음에 장거리 비행 두번정도 했는데 두번다 아프더라구요. 어른에게나 여행이지 5세미만 아기에게는 그냥 고생이에요 ㅠㅠ 먹는거부터 시작해서 시차적응도 문제고 크게 메리트가 없으실겁니다', '힘들거같아요..시차 적응부터 먹는거까지 생각하면 좀 힘들거같은데 아직 개월수도 어려서다른 여러가지 상황에 대해서도 힘들거같아요 ㅠㅠ', '19개월 된 아기데리고 첫 해외여행으로 미동부일주 한달간 하고 왔는데 비행기 엄청 잘탔고 한번도 안아팠어요! 노트북에 동물 애니메이션 다운받아서 중간마다 같이 얘기하면서 보여주고 자고 놀고 하니 한번도 안칭얼거리고 아이도 잘놀았습니다. 현지에서도 홀푸드에서 다 사먹였구요. 다만 시차적응은 일주일 걸렸습니다.', '사실 복불복아닐까요ㅎ 저는  두달후 26개월되는 둘찌랑 5세 딸  데리고 미국  서부로 다녀오려고 계획중이예요\n시차적응이 제일크긴하지만..  부딪혀봐야알거같네요ㅠㅠ', '혹시 여행 잘 다녀오셨나요? 저도 24갤 , 42개월 데리고 미국 한달 다녀오려는데 24갤 둘째가 뱅을 잘 해줄지 걱정이라서요ㅠ궁금해서 여쭤봅니다~^^', '좀 힘들긴했지만 간식과 가지고놀거 잔뜩챙겨가서 어찌어찌 이겨냈어요ㅎㅎ남편이 둘찌케어하고 제가 첫찌케어했는데 둘찌는 낮잠2시간, 밤잠은 내리기전  2시간정도잤고 첫찌는 낮잠만 두시간자서 거의 밤새다시피 도착했는데\n그덕분인지 낮에 좀 돌아다니고 저녁일찍 쉬었더니 시차적응도 바로 됐어요ㅋ 돌아가는 비행기가 걱정이지만.. 비행기타기전 아이들 실컷뛰어놀게하니 둘찌는 이륙하는중에 잠들었어요ㅎ\n아이들이 생각보다 협조를 잘해주는거같아요 아이들간식은 얼마든지 들고탈수있으니 넉넉히 챙겨가세요^^', '아 감사합니다^^']",2023.12.13
292,일단 국내여행을 한번 도전해보고싶어요 부산도 좋고 제주도도 좋아요 거기에 아기랑 갈 수 있는 곳 좀 추천부탁드려요!,['제주도가 좋아요~~ ㅎ'],2024.01.08
293,내년 2월달쯤 해외여행을 가려고하는데 그때쯤 아기가 9개월이거든요. ​ 원래 부모님께 맡기고 가려고했는데 아기가 눈치가 빠르다고 해야하나... 잠깐 엄마한테 맡기고 자리비울때마다 평소와 다른게 보여서 놓고갈수가 없을거 같아요 ㅠㅠ 맘도 쓰여서 놓고가면 여행이 여행같지 않을거같고.. ​ 혹시 그때쯤 해외여행 3박 아니면 4박으로 갈곳이 있을까요?? ​ 아니면 그냥 국내여행이 좋을까요 ​ 댓글 미리 감사합니다🥰,"['7갤 애기 놓고 남편이랑 삿포로 4박오일 다녀왔는데 진짜 좋았어요 놓ㄱ 가시는거 추천요', '6개월때맡기고갔다와도 암시롱반응없었고 10개월때는 엄마보자마자오열...\n그땐데려가는게 아기멘탈엔좋긴해요ㅜㅜ 근데 할머니랑 친하면 마지막여행이다하고 맡기는것도!!!\n애랑은 무조건리조트 좋은곳 놀거많은곳가셔요.. 맘편한 관광은 어짜피 무리무리']",2023.10.13
294,국내여행 어디가는게좋을까요?🙉 가봤던곳중 괜찮았던곳 추천좀해주세요~💚 ​,['강원도가 시간도 그렇도 좋을거 같아요'],2023.12.25
295,"평소 여행을 잘 가지는 않는 집돌이 집순이 부부예요.. 지금은 각자 맞벌이 하느라 아기가 어려서 등등 여러 이유들로 여행을 못가고 있는데.. 내년에 남편도 한 3개월정도 육아휴직 쓰려고 하고 있어요. 시간여건상 해외여행가기도 좋을 시기이기도 한데.. 그때면 첫째는 세돌이고 둘째는 한 8-9개월일텐데.. 애들이 아직 어려서 비행기 탈게 조금 겁나긴 하네요..;; 괜히 부모욕심인가 싶기도 하고... (유튜브에서 돌전아기가 우는소리에 애기엄마한테 폭언하는 아저씨 나온 영상을 봐서 더 걱정되는거 같고....ㅠㅠㅠㅠ) ​ 돌전아기랑 세돌아기랑해서 제주도나 일본으로 4박 5일정도 가서 있는거 어떨까요? 아님, 자가용으로 국내여행으로 돌아다니고 애들 4-5살쯤 될때 해외여행가는게 더 나을까요? ​ 맘님들이라면 어떠실거 같으세요?","['세돌 아기랑 얼마전 나트랑 다녀왔는데 이륙착륙때 귀 아프다고는 하더라구요~ 과자먹고 헤드셋 하고 스티커북. 테블릿으로 잘다녀오긴했어요~ 그런데 돌전아기가 어떨지는 모르겠네요ㅜㅜ 분유를 먹이면 귀아픈건 괜찮다고는 한데.. 오키나와나 미야코지마는 2시간30분이니 생각해보세요~ 미야코지마 직항생겼어요~', '관광 위주로 갈거면 별로고~ 휴양위주로 갈거면 다닐만해요', '제주도는 괜찮을 것 같아여']",2024.04.03
296,18갤 아기랑 가기 괜찮은 국내여행지 추천해주실 수 있을까요?,['18개월이면... 어디 막~ 놀러다니는것보다는 펜션잡고 노는게 좋드라구요~'],2024.06.14
297,"내가 1년 중에 가장 좋아하는 달인 9월! 내 생일로 시작하는 달이기도 하지만 9월이 되면 가을이 온 것만 같아 마음이 설렌다. ​ 해도 적당히 길고 선선한 날씨에 바람이 살랑살랑 불어오면 어디로든 여행을 떠나야만 할 것 같은 마음에 더욱 두근두근하는 것 같다. ​ 하지만 올해 9월은 유난히 덥기도 하고 태풍이 찾아오기도 해서 초반에 9월, 가을 날씨를 만끽하진 못했지만 이제 9월 말이 되니 가을 하늘의 드높음과 선선한 날씨에 지금이 딱 여행 가기 좋은 때라는 것을 직감하게 된다. ​ 사실 임신 중이어서 그동안 조심하느라 더욱더 여행을 못 가기도 했다. ​ 그동안 주말마다 평일에 대한 보상심리로 어디든 다녔었는데 남편도 나도, 뱃속의 아기도 이제는 좀이 쑤시나 보다. ​ 때마침 요즘 컨디션도 괜찮고 내가 좋아하는 대하철이 돌아왔기에 이번 주말은 강화도 여행을 계획하고 있다. ​ 이번 주는 주말 플러스 다음 주 월요일, 개천절 까지 연휴로 이어져서 오랜만에 강화도를 가는 김에 근처를 좀 더 둘러보고 올 생각이다. ​ 에이든 국내여행 가이드북을 펼치니 우리나라 구석구석 이렇게 많은 여행지가 있었나 싶을 정도로 빽빽한 여행 지도 맵과 추천 여행지들이 가득해서 마음이 더욱 설렌다. ​ 내가 가려는 지역을 선택했다면 국내여행 가이드북의 그 지역을 펼쳐본다. ​ 그러면 추천 여행지부터 박물관, 미술관, 핫플레이스, 카페, 맛집 등 우리가 여행하는데 필요로 하는 모~든 정보들을 한 번에 찾아볼 수 있어서 여행 계획 짜기에 안성맞춤이다. ​ 이번 주말에는 집을 벗어나 가을 날씨를 만끽하며 어디든 떠나보는 건 어떨까? ​ 가을 제철 음식을 찾아 떠나는 여행, 혹은 좋은 경치를 보러 떠나는 여행 어떤 것이든 우리 삶의 리프레시를 주기에 딱 알맞은 여행 시기인 것 같다. ​ ​[이 글은 출판사로부터 책을 제공받아 직접 읽고 작성한 글입니다]",[],2022.09.29
298,"올 6월에 6개월이 되는 아기랑 몬트리올로 여행 계획이 있는데요 아직 여권은 안 만들었구요 비행기 국내선을 탈 때 신분증 확인하는데 아기는 뭘로 증빙을 해야하나요? ​ 경험있으신 분들 알려주세요 :) ​ ​ ★ 잠깐! 게시글 작성 전, 필독 공지! ★ - 카페규정 : https://cafe.naver.com/canadamomstalk/58778","['Birth Certificate 이요~~\n그런데 막상 비행기 타기전에는 확인은 안했어요.  그래도 직원마다 틀리니 가져가세요', '그럼 birth certificate 를 들고 다녀야되는 거예요?', '네 저는 들고다녔어요ㅠ 애 앞으로 나온 Service Card 랑 같이 가지고 다녔어요', '아 애기 서비스 카드는 제가 icbc 가서 신청하는 거예요?', '저는 저절로 집으로 온걸로 기억하는데요. 뒤에 MSP 넘버 있는 카드에요 🥲  타주 가면 혹시 병원에 갈일이 있을수도 있어서 들고 다녔어요.', 'msp넘버가 있는 카드 받았어요 그게 서비스 카드예요? 사진이랑 그런거 없이 헬스케어카드같이 생긴 게 맞나요?', '네 맞아요 카드 앞면 보시면 Service Card 라고 되어있어요', '아 이게 그거군요 ㅋㅋㅋ 가지고 있었으면서 여태 몰랐네요 ㅋㅋ 감사합니다 :)', '미성년자는 부모랑 다닐 시 확인 안해요', '비행기 타는 건데도 확인을 안하나봐요.. 신기해라 ㅋㅋ 답 감사드려요', '국내선은 17세 이상만 신분증 확인해요- 아기 신분증은 없어도 돼요', '그럼 아기 데리고 탈 때는 가져가서 확인하고 보여주는 게 없다는 말씀이신거죠? 감사합니다:)', '네.. 전혀 없어요. 저는 2살된 애기랑 국내선 진짜 많이 탔거든요… 시댁이 밴쿠버라서… 애기는 확인 전혀 안해요. 걱정안하셔도 되요', '네~~ ㅋㅋ 넘 감사드려요 :)', '한국에서 제주도(국내) 갈때 여권 안가지고 타듯이… 국내선은 괜찮아요 ☺️', '네 근데 한국은 등본 확인을 하길래요 혹시 여기도 그런 절차가 있나 했어요 ㅋㅋ', '저도 애기 데리고 제주도 갔었는데… 기억이 ㅠㅠ 애기 낳고 기억력이 정말 바닥이네요ㅠ', 'ㅋㅋㅋ 저도 그래요 아기 낳으면서 뇌도 낳았더니 ㅋㅋ 어제 뭐했는지도 기억이 안나요ㅠㅠ', '저 묻어서 질문이~~~2살 아기는 컨버터블 시트를 기내에 가지고 타애되나요~~?? 검색해보니까 씻벨트에 아직 안 맞는다고 연령에 맞는 시트에 앉혀야 된다던데..', '아니요. 그냥 씻벨트 해요. 그냥 제일 타이트 하게 하면돼요. 어차피 씻벨트가 배쪽만 하는거라서 컨버터블 시트 굳이 안가지도 타도 아무도 뭐라고 안해요. 가지고 타면 짐이에요 ㅠ']",2022.03.04
299,"현재 34개월, 10개월 아기 키우고 있어요. ​ 복직이 9월이라 그전에 몇년만에 비행기를 타보려는데, ​ 다낭,나트랑,푸꾸옥, 괌, 사이판 중에 생각하고 있어요. ​ 추천지 부탁드리고.. ​ 한가지 더... ​ 둘째가 7월초생인데, 6월에가면 둘째가 아직 분유먹는 시기라... 고민되는데 돌은 지나고 8월말쯤 가는게 더 나을까욤...? ​ +답변 미리감사합니다^^","['6월이나 8월이나 어우 날씨가 너무 더워서 고생하실 것 같은데요..말 못하는 아이는 더 힘들 수 있어요', '일단 후보지중에서 비행기시간 제일 짧은곳으로 추천해요. 분유는 가실때 일회용젖병 이런거 활용하시면 좋고 분유떼고가면 더 편하긴 할 것 같아요~', '저라면 좀더키워서 괌이요', '넘 힘들겠는데요..', '애들 맡기고 두분만 다녀올 순 없나요?ㅎㅎㅎ돌직전에 국내여행 갔다 가서 젖병세척하고 애 수발 든 기억만..ㅠ 분유포트 가져야되니 걍 일회용안쓰고 젖병세척해서 쓰고..이유식할때라 애 밥도 또 다 가져가고..지금 32개월인데 친정도 잘 안가요ㅋㅋㅋㅋ두분만 해외가거나 첫째만 데리고 제주도가는 거 추천합니다.', '32개월아기는 그렇다치고 10개월아기는 힘들어요.비행기타면 귀가아파서 울거든요. 돌쟁이때 말레이지야 혼자 데리고 갔었는데 너무너무 힘들었어요.출장간 남편따라 1년정도 같이 살려고 갔는데 무식하면 용감하다란 말이 왜있는지 깊이 깨달았네요. 이 모든걸 다 떠나서 아이가 갑자기 아플때도 고민해봐야하구요.저는 비추합니다.', '15개월에 괌 다녀왔는데요..\n아이가 예민한거 아니면 괜찮을 것 같아요...\n분유도 뗀건 아니였어서 액상분유랑 스틱분유랑 챙겨갔어요..\n잘먹고 잘놀다 왔고 그뒤에 아프지도 않아서 가실예정이라면 그래도 돌 지나서 가시는걸 추천해요~', '괌이랑 푸꾸옥 2군데 가봤는데저라면 괌이요공항에서 호텔까지 가깝고 아이들이 많이 가서 그런지 호텔 서비스도 뭔가 아이들 친화적인거 같아요아이들 필요한거 쇼핑 하기도 좋고요초등 쯤 되면 푸꾸옥이 좋을거 같은데빈펄 사파리랑 빈원더스 등등  놀게 많더라고요', '비지니스 타실 건가요?\n비지니스 좌석 이라면 모를까\n어린 아이 태우고 이코노미 타시려면 강심장 이여야 할꺼예요..\n아이 타는순간 주변좌석\n여기저기서\n짜증섞인 목소리와 눈초리가 느켜질꺼예요\n죄 지은것도 아닌데  죄인된느낌??\n혹 울기라도 하면 ..\n저라면 해외는 좀더 커서 데리고 갈듯해요\n모두가 피곤할거예요', '어후...비행기에서부터 고생싱하지 않을까요 왜 하필 그더위에...\n좀 더 키워서 가셔요^^', '7,8월 동남아 너무 더워요~~~\n아기 어려 비행기도 힘들듯요\n차라리 비행 짧은 일본도 고려해 보세요', '저는 괌! 저는 놀러갈때 액상사서 유미젖병에 넣어서 줬어요! 분유 들고 가는거보다 액상 사서 가져가고 집올때 가볍게 오는거가 좋더라구요! 그리고 나가서도 쓰기 좋은 유미젖병 놀러가서도 배앓이 없이 잘 지냈어요']",2024.05.26
